x,y
0.0,4.4273190110579455
0.10101010101010101,23.83542994927411
0.20202020202020202,20.719661456114814
0.30303030303030304,11.851863575109267
0.40404040404040403,-14.772347154432959
0.5050505050505051,2.8497045435955943
0.6060606060606061,10.47375852331698
0.7070707070707071,11.0350850809249
0.8080808080808081,19.817173301721414
0.9090909090909091,2.708029022451826
1.0101010101010102,4.787869249426642
1.1111111111111112,5.374627907226045
1.2121212121212122,5.019994125250998
1.3131313131313131,12.472678890317878
1.4141414141414141,5.376826012364116
1.5151515151515151,20.433177927754173
1.6161616161616161,-4.812955622742473
1.7171717171717171,28.740301067974546
1.8181818181818181,23.17660148187875
1.9191919191919191,26.686260459086686
2.0202020202020203,11.832222378625088
2.121212121212121,33.47616121859974
2.2222222222222223,8.04922518961707
2.323232323232323,24.549410976606314
2.4242424242424243,19.812949130964412
2.525252525252525,24.53466780897495
2.6262626262626263,39.55364440615609
2.727272727272727,27.0735123949676
2.8282828282828283,24.99820135783974
2.929292929292929,31.97961361824085
3.0303030303030303,19.279676087004173
3.131313131313131,31.984627488344035
3.2323232323232323,35.2952983839304
3.3333333333333335,38.776378337948024
3.4343434343434343,44.09836012970783
3.5353535353535355,51.41659798642593
3.6363636363636362,35.289289251756784
3.7373737373737375,55.46293084355991
3.8383838383838382,46.97568447705709
3.9393939393939394,58.05381231384668
4.040404040404041,48.11792016170336
4.141414141414141,48.650683026891
4.242424242424242,40.33337248973827
4.343434343434343,39.559344968739495
4.444444444444445,77.70596233216536
4.545454545454545,43.11071705031195
4.646464646464646,64.85208657258487
4.747474747474747,58.81124366769044
4.848484848484849,67.19296520573914
4.94949494949495,76.52350192985834
5.05050505050505,65.39267367387252
5.151515151515151,84.39382779710401
5.252525252525253,77.33613302342316
5.353535353535354,83.59553542911578
5.454545454545454,67.57292697996391
5.555555555555555,85.33681128711909
5.656565656565657,80.54097877555529
5.757575757575758,81.33970885914232
5.858585858585858,71.4707451407024
5.959595959595959,85.25201621053955
6.0606060606060606,89.54611210532488
6.161616161616162,118.39257457359057
6.262626262626262,101.7417107165859
6.363636363636363,106.9710231629037
6.4646464646464645,93.69656395759394
6.565656565656566,107.1660882642884
6.666666666666667,119.06751422658996
6.767676767676767,105.75986384622756
6.8686868686868685,98.58112172765851
6.96969696969697,115.55993963422871
7.070707070707071,132.22792934114761
7.171717171717171,149.41369318938195
7.2727272727272725,114.86733965325945
7.373737373737374,117.1390009421165
7.474747474747475,143.99340994838283
7.575757575757575,154.19203156442063
7.6767676767676765,134.29173400923221
7.777777777777778,142.52232303852918
7.878787878787879,160.82779078059747
7.979797979797979,170.80986608049628
8.080808080808081,148.96433088663957
8.181818181818182,157.6443895752919
8.282828282828282,175.26652491590949
8.383838383838384,165.48286149118843
8.484848484848484,155.60148318281534
8.585858585858587,197.81769706523417
8.686868686868687,168.32668464614162
8.787878787878787,188.346037576446
8.88888888888889,209.51991609634416
8.98989898989899,189.08910850702222
9.09090909090909,189.48068897992744
9.191919191919192,210.74410767627478
9.292929292929292,207.57041168744814
9.393939393939394,215.33241420617722
9.494949494949495,197.22978998475386
9.595959595959595,204.91508690648257
9.696969696969697,214.23859921152092
9.797979797979798,242.23070013787813
9.8989898989899,237.33979792114516
10.0,254.04328208434436
